Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete
686a327ba25bb4c65b6c18f3,Design landing page #828,https://trello.com/c/YAKUZSh0/832-design-landing-page-828,Ensure compliance with project requirements.,(yellow),,2025-07-23T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:23.609Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327b2b7c9a080186c1df,Setup CI/CD #829,https://trello.com/c/FfYs9UCG/833-setup-ci-cd-829,Test thoroughly before deployment.,(red),,2025-07-20T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:24.012Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3263e32331cadd0789da,Optimize DB queries #769,https://trello.com/c/oOlcDvQQ/773-optimize-db-queries-769,Follow the UI/UX design specifications.,(red),,2025-09-28T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:45.745Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32631a5bd13062dd80c2,Update dashboard UI #770,https://trello.com/c/AaF4k24o/774-update-dashboard-ui-770,Test thoroughly before deployment.,(yellow),,2025-08-06T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:07.479Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3265d328905ca825d97a,Setup CI/CD #773,https://trello.com/c/2PWB8dtD/777-setup-ci-cd-773,Follow the UI/UX design specifications.,(yellow),,2025-09-11T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:18.907Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326522381e72c02846b5,Implement cache layer #774,https://trello.com/c/AhNzNAWZ/778-implement-cache-layer-774,Coordinate with the team to resolve this issue.,(red),,2025-08-09T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:08.815Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a324c17140714b8ffdcfd,Refactor API #713,https://trello.com/c/7K3cjreU/717-refactor-api-713,Coordinate with the team to resolve this issue.,(red),,2025-08-15T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:19.081Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326698c8dbc8fcb67574,Refactor API #776,https://trello.com/c/xpZdHVNX/780-refactor-api-776,Ensure code coverage exceeds 90%.,(yellow),,2025-09-28T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:14.882Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3267a639ca370049ec5e,Setup CI/CD #778,https://trello.com/c/bqfhnAio/782-setup-ci-cd-778,Log performance metrics after implementation.,(green),,2025-07-13T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:04.531Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3280e6b82c615c0f207c,Setup CI/CD #840,https://trello.com/c/AuVIwzEG/844-setup-ci-cd-840,Coordinate with the team to resolve this issue.,(yellow),,2025-09-30T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:28.322Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3280d84a97ea0aed1e4f,Write user documentation #841,https://trello.com/c/CjgfDX3p/845-write-user-documentation-841,Conduct peer code reviews.,(red),,2025-08-05T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:28.735Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32678eacd0ca25551411,Write unit tests #780,https://trello.com/c/utaogGtO/784-write-unit-tests-780,Ensure code coverage exceeds 90%.,(yellow),,2025-08-04T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:36.456Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32814469b9201e0ac818,Optimize DB queries #844,https://trello.com/c/JmswOlwJ/848-optimize-db-queries-844,Ensure compliance with project requirements.,(yellow),,2025-08-25T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:29.884Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3269df7fd7f404502aba,Optimize DB queries #783,https://trello.com/c/MFtuwOo6/787-optimize-db-queries-783,Test thoroughly before deployment.,(red),,2025-08-10T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:48.768Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3250d5ad7d93614c4138,Fix login bug #722,https://trello.com/c/L508CkV3/726-fix-login-bug-722,Follow the Agile guidelines during development.,(green),,2025-08-28T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:52.916Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3269ef12a31e7e574be5,Refactor API #785,https://trello.com/c/vAxDjaz0/789-refactor-api-785,Coordinate with the team to resolve this issue.,(red),,2025-10-04T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:25.116Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326b1e8ca01885fb9310,Fix login bug #788,https://trello.com/c/tZyYMXj5/792-fix-login-bug-788,Conduct peer code reviews.,(green),,2025-07-27T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:24.190Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32843eb031ad4dbbe259,Fix login bug #850,https://trello.com/c/WrMChWSZ/854-fix-login-bug-850,Coordinate with the team to resolve this issue.,(yellow),,2025-09-03T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:32.341Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326b873be47a40af4384,Design landing page #789,https://trello.com/c/D0GqghPy/793-design-landing-page-789,Follow the UI/UX design specifications.,(green),,2025-08-28T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:45.427Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32859f73f012a40a6ffd,Write user documentation #853,https://trello.com/c/HiYdVwus/857-write-user-documentation-853,Coordinate with the team to resolve this issue.,(green),,2025-07-25T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:33.545Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326c23c7071bf03a9355,Setup CI/CD #792,https://trello.com/c/LHZWLZCi/796-setup-ci-cd-792,Conduct peer code reviews.,(green),,2025-09-08T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:04.949Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32859c98a131efada435,Refactor API #854,https://trello.com/c/0bnghH6P/858-refactor-api-854,Follow the Agile guidelines during development.,(yellow),,2025-07-30T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:33.933Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3254fe62e57a2a00773d,Optimize DB queries #733,https://trello.com/c/Sj37bio6/737-optimize-db-queries-733,Ensure compliance with project requirements.,(red),,2025-07-21T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:20.264Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a325538120a2a87cc1799,Setup CI/CD #734,https://trello.com/c/QTujemnX/738-setup-ci-cd-734,Test thoroughly before deployment.,(green),,2025-07-26T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:01:00.556Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3287ba159d1ca73981fb,Update dashboard UI #857,https://trello.com/c/YCWCbp9j/861-update-dashboard-ui-857,Ensure code coverage exceeds 90%.,(yellow),,2025-08-27T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:35.142Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32557c13a9ac7693ec10,Write unit tests #735,https://trello.com/c/Apr2PKzP/739-write-unit-tests-735,Log performance metrics after implementation.,(green),,2025-09-06T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:59.389Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326ee6563838d8094443,Refactor API #797,https://trello.com/c/GHKXTBmz/801-refactor-api-797,Coordinate with the team to resolve this issue.,(green),,2025-08-15T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:26.468Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32552091b934cec347a3,Optimize DB queries #736,https://trello.com/c/YiQmiD4T/740-optimize-db-queries-736,Coordinate with the team to resolve this issue.,(yellow),,2025-08-18T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:58.373Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326ff1b25a8b316c36b9,Refactor API #799,https://trello.com/c/TcEBkiSH/803-refactor-api-799,Ensure code coverage exceeds 90%.,(red),,2025-07-29T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:03.251Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3256040332b16ce806c8,Fix login bug #738,https://trello.com/c/T7JiHV2a/742-fix-login-bug-738,Log performance metrics after implementation.,(red),,2025-08-31T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:32.154Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327035b5c99c903f74fd,Fix login bug #801,https://trello.com/c/qRmnPcHd/805-fix-login-bug-801,Ensure compliance with project requirements.,(red),,2025-07-09T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:58.375Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3257a25bb4c65b6bce18,Setup CI/CD #740,https://trello.com/c/tvMnUkJG/744-setup-ci-cd-740,Follow the UI/UX design specifications.,(green),,2025-07-17T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:32.809Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32893d1dad9b0aa57552,Implement cache layer #863,https://trello.com/c/iVUlvUT7/867-implement-cache-layer-863,Conduct peer code reviews.,(red),,2025-08-03T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:37.516Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3270dc90b9383db96a46,Refactor API #802,https://trello.com/c/MWkSDvmV/806-refactor-api-802,Coordinate with the team to resolve this issue.,(yellow),,2025-07-07T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:29.164Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3257d5ad7d93614c57e9,Write unit tests #741,https://trello.com/c/rISEFUwh/745-write-unit-tests-741,Ensure code coverage exceeds 90%.,(red),,2025-09-29T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:04.605Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32898bf59f8577f1a2c0,Optimize DB queries #864,https://trello.com/c/8GlB8D2U/868-optimize-db-queries-864,Conduct peer code reviews.,(green),,2025-09-01T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:37.955Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32711f00ae28fe0a5067,Update dashboard UI #803,https://trello.com/c/H7YY0q7W/807-update-dashboard-ui-803,Test thoroughly before deployment.,(yellow),,2025-09-02T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:31.677Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32725a10f5c594b60a77,Optimize DB queries #805,https://trello.com/c/F7NOE0EH/809-optimize-db-queries-805,Follow the Agile guidelines during development.,(yellow),,2025-07-19T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:07.148Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a328aca45c85fcd6538a7,Design landing page #867,https://trello.com/c/dXGgCZHB/871-design-landing-page-867,Follow the Agile guidelines during development.,(green),,2025-08-22T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:39.084Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3272e1a4f1ec12c85003,Optimize DB queries #806,https://trello.com/c/YWw8A2v4/810-optimize-db-queries-806,Test thoroughly before deployment.,(red),,2025-09-17T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:12.746Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a328b8486b814c978c5b9,Integrate third-party API #869,https://trello.com/c/i1ciLd7X/873-integrate-third-party-api-869,Follow the UI/UX design specifications.,(yellow),,2025-07-19T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:39.838Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3273b360ef0e884c15bf,Fix login bug #808,https://trello.com/c/6ceaVob3/812-fix-login-bug-808,Ensure compliance with project requirements.,(green),,2025-08-24T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:29.673Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32731bf0c2ca99d56d76,Fix login bug #809,https://trello.com/c/Niquk4wV/813-fix-login-bug-809,Follow the Agile guidelines during development.,(green),,2025-07-31T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:48.571Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3274e49692f8d1dd526f,Integrate third-party API #811,https://trello.com/c/pPSGYVF9/815-integrate-third-party-api-811,Test thoroughly before deployment.,(yellow),,2025-09-26T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:14.160Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a325ba58bac6258ffe9b7,Update dashboard UI #750,https://trello.com/c/OrRc6k9M/754-update-dashboard-ui-750,Test thoroughly before deployment.,(red),,2025-08-27T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:38.714Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a328d3c7b6062554cf6a9,Setup CI/CD #873,https://trello.com/c/Y7LSF0EW/877-setup-ci-cd-873,Ensure code coverage exceeds 90%.,(red),,2025-09-16T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:41.375Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327462e32fa231899546,Design landing page #812,https://trello.com/c/T6Hg8HNy/816-design-landing-page-812,Test thoroughly before deployment.,(red),,2025-09-23T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:28.905Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a328d0c28d798f3f221cc,Optimize DB queries #874,https://trello.com/c/ayzYnNrW/878-optimize-db-queries-874,Ensure code coverage exceeds 90%.,(red),,2025-07-09T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:41.784Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a325c2d50b06f7df67126,Optimize DB queries #752,https://trello.com/c/AikmmXXm/756-optimize-db-queries-752,Conduct peer code reviews.,(green),,2025-07-25T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:54.314Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3275042fd1921a9caa91,Setup CI/CD #814,https://trello.com/c/IEFzcaiD/818-setup-ci-cd-814,Conduct peer code reviews.,(green),,2025-09-07T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:22.829Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a328e2e480054192f0418,Integrate third-party API #876,https://trello.com/c/BDnitEOR/880-integrate-third-party-api-876,Follow the Agile guidelines during development.,(yellow),,2025-07-16T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:42.597Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3276a3b8c9b7fafbb86c,Implement cache layer #816,https://trello.com/c/opiyaKuZ/820-implement-cache-layer-816,Test thoroughly before deployment.,(red),,2025-09-07T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:15.281Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32763eb031ad4dbbcc2e,Refactor API #817,https://trello.com/c/MNKqkpJB/821-refactor-api-817,Follow the Agile guidelines during development.,(yellow),,2025-07-29T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:43.656Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32785f53fd4d138f52ab,Update dashboard UI #820,https://trello.com/c/gj3aJGlc/824-update-dashboard-ui-820,Test thoroughly before deployment.,(green),,2025-09-27T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:21.775Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32918857ca2d088edd35,Update dashboard UI #884,https://trello.com/c/WDhXxSef/888-update-dashboard-ui-884,Test thoroughly before deployment.,(green),,2025-07-12T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:45.796Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3260e32331cadd0783e8,Optimize DB queries #762,https://trello.com/c/uJEwaRoC/766-optimize-db-queries-762,Test thoroughly before deployment.,(green),,2025-08-03T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:51.461Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3279be351dc409a885d0,Implement cache layer #824,https://trello.com/c/sC0So3Wm/828-implement-cache-layer-824,Follow the UI/UX design specifications.,(yellow),,2025-08-08T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:20.032Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327a2a15bea55387ea9d,Fix login bug #825,https://trello.com/c/hlrC9MKn/829-fix-login-bug-825,Test thoroughly before deployment.,(red),,2025-10-01T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:22.672Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327aebbbf63c4066a73e,Update dashboard UI #826,https://trello.com/c/Z9kJPFKD/830-update-dashboard-ui-826,Ensure compliance with project requirements.,(yellow),,2025-09-02T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:59.881Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326184915a0a4607e691,Write unit tests #765,https://trello.com/c/HqqSUj1o/769-write-unit-tests-765,Log performance metrics after implementation.,(red),,2025-09-27T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:54.877Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3293a42269cd8dba4336,Design landing page #888,https://trello.com/c/gxkFLHIR/892-design-landing-page-888,Conduct peer code reviews.,(green),,2025-08-11T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:47.361Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326245c38922a3fe36ee,Refactor API #766,https://trello.com/c/SghGnKvU/770-refactor-api-766,Test thoroughly before deployment.,(yellow),,2025-09-02T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:37.532Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a329320d0e68f6b32ea6a,Optimize DB queries #889,https://trello.com/c/c7abYESL/893-optimize-db-queries-889,Coordinate with the team to resolve this issue.,(yellow),,2025-08-19T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:47.750Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3262c907618a2780b71a,Refactor API #768,https://trello.com/c/87lAC672/772-refactor-api-768,Test thoroughly before deployment.,(red),,2025-09-24T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:42.668Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32945dfa5eca55baa5a5,Fix login bug #892,https://trello.com/c/H1Q4aIPu/896-fix-login-bug-892,Ensure compliance with project requirements.,(green),,2025-08-24T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:48.947Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3295042ea202f396a97f,Fix login bug #893,https://trello.com/c/PEhdH8yp/897-fix-login-bug-893,Conduct peer code reviews.,(green),,2025-08-22T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:49.327Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327d1b93e805ea8f3e14,Update dashboard UI #832,https://trello.com/c/dR7EHrs9/836-update-dashboard-ui-832,Ensure compliance with project requirements.,(green),,2025-07-10T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:10.944Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3264627b589673b63a51,Design landing page #771,https://trello.com/c/syH6ZE70/775-design-landing-page-771,Ensure code coverage exceeds 90%.,(red),,2025-07-24T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:01:09.910Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327d94902ffeaf1f67ba,Fix login bug #833,https://trello.com/c/v5P6GnDp/837-fix-login-bug-833,Conduct peer code reviews.,(green),,2025-07-18T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:46.080Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32645c5ce2345f8079fb,Fix login bug #772,https://trello.com/c/StInFIDC/776-fix-login-bug-772,Follow the UI/UX design specifications.,(red),,2025-08-24T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:45.774Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a329630585cec5c338a14,Refactor API #895,https://trello.com/c/qGZtVMJ1/899-refactor-api-895,Test thoroughly before deployment.,(green),,2025-07-31T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:50.166Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32968d33aaeba7f69525,Integrate third-party API #897,https://trello.com/c/ARp4fR3I/901-integrate-third-party-api-897,Conduct peer code reviews.,(red),,2025-07-15T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:50.961Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3297e5296cea3664e0e2,Fix login bug #898,https://trello.com/c/Izjh7U5V/902-fix-login-bug-898,Log performance metrics after implementation.,(red),,2025-09-20T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:51.370Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327f46cdc7e497450ba2,Write unit tests #838,https://trello.com/c/vWmny6QT/842-write-unit-tests-838,Follow the UI/UX design specifications.,(red),,2025-07-20T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:57:53.686Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a326653c4f3c2fe94e4a6,Integrate third-party API #777,https://trello.com/c/cwsAuYF0/781-integrate-third-party-api-777,Coordinate with the team to resolve this issue.,(red),,2025-07-24T00:00:00.000Z,0,,0,0,0,0,2025-07-28T05:00:18.690Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32989a4f49760d9cf8af,Fix login bug #900,https://trello.com/c/hlYCahqZ/904-fix-login-bug-900,Log performance metrics after implementation.,(yellow),,2025-09-19T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:52.197Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a327f91932d31a65befc0,Setup CI/CD #839,https://trello.com/c/a5tJqT39/843-setup-ci-cd-839,Conduct peer code reviews.,(green),,2025-10-01T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:58:56.951Z,655cdc9f50eaf4598784b35a,Doing,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a32988b04c791b5f38e9a,Write unit tests #901,https://trello.com/c/WNacD6RB/905-write-unit-tests-901,Test thoroughly before deployment.,(yellow),,2025-09-20T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:52.596Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3267f709685a56fa18c3,Setup CI/CD #779,https://trello.com/c/Dr37ALk9/783-setup-ci-cd-779,Log performance metrics after implementation.,(yellow),,2025-09-13T00:00:00.000Z,0,,0,0,0,0,2025-07-28T04:59:38.237Z,655cdc9f8e37f388793aabd2,Done,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
686a3299a019fc2b8f98defd,Setup CI/CD #903,https://trello.com/c/3tAZcXMp/907-setup-ci-cd-903,Ensure code coverage exceeds 90%.,(red),,2025-07-14T00:00:00.000Z,0,,0,0,0,0,2025-07-06T08:23:53.466Z,655cdc9f9793094c8793c60d,To do,655cdc9eabd978ea86d620ba,My Trello board,FALSE,,FALSE
